"geneID","proteinID","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"evm.utg540.63","A0A6P8H6B2",285.225540882374,0.74828331032626,0.592210474296527,0.000249310235443917,0.0532179965862043
"evm.utg415.3","A0A6P8I5W5",145.625832675594,0.730721120250094,0.644345547531076,0.000257962185322557,0.0538038228211315
"evm.utg1897.43","A0A6P8J3Z7",2360.28355771558,0.487979021188644,0.292325561461832,0.00025649525552313,0.0538038228211315
"evm.utg1931.94","A0A6P8H8R1",1604.64826652281,-0.46755692509787,0.280690835687604,0.000257634119180818,0.0538038228211315
"evm.utg1463.13","A0A6P8INV5",3753.79087181254,0.506701647219889,0.306599924377334,0.000263080321568918,0.0543166198192249
"evm.utg597.162","A0A6P8HSZ4",569.429073551212,0.441567860412369,0.268248343033945,0.00026439667810844,0.0543166198192249
"evm.utg7289.25","A0A6P8INV5",3989.8825951555,0.497792339966594,0.302854547065454,0.000267578518186843,0.0545600586001427
"evm.utg684.2","A0A6P8IDG1",315.951588623051,0.719868793146788,0.544701864643112,0.000274966604120596,0.054621886384513
"evm.utg116.21","A0A6P8HPQ7",177.188733809432,0.708643401153906,0.505988853124069,0.000269929606089144,0.054621886384513
"evm.utg77.92","A0A6P8HMF2",5509.49965469267,-0.614085938888614,0.393280530154611,0.000275878209605929,0.054621886384513
"utg7977.equina_smart_1669401.mrna1","NA",845.804065959192,0.601280404922944,0.380706783581877,0.000273773629467112,0.054621886384513
"evm.utg750.15","A0A913YAB4",17534.3798059933,-0.714880111571304,0.590203032825574,0.000289365083258121,0.0556783251398707
"evm.utg1575.16","A0A6P8I6N5",140.549136290459,0.712602886311751,0.558552335464502,0.000288704640149801,0.0556783251398707
"evm.utg14287.30","NA",1742.30869884512,0.623242893813569,0.409152797025201,0.000286870104249712,0.0556783251398707
"evm.utg1302.6","A0A6P8HNF5",136.203034417042,0.598767658309303,0.385520089666591,0.000285551332324821,0.0556783251398707
"evm.utg858.27","A0A6P8I8F8",45.1270348453012,-0.558096188242662,0.733363539717946,0.000292007798791681,0.0557939096950008
"evm.utg73.35","A0A6P8ITZ2",1030.02188325783,-0.674879411543696,0.481195298185134,0.000297197754882214,0.0562182810194759
"evm.utg162.13","A0A6P8HPE0",81.0957622194288,-0.613574360152975,0.715065891673579,0.000298343913473045,0.0562182810194759
