"Method","Contrast","Ontology","Original GO ID","Original GO term","Semantic cluster ID","Representative semantic GO ID","Representative semantic GO term","Adjusted p-value","GeneRatio","Count","setSize","FoldEnrichment","NES","Genes"
"GSEA","salinity_added","molecular_functions","GO:0004500","dopamine beta-monooxygenase activity","MF_9","GO:0016491","oxidoreductase activity",0.0388565875375206,NA,NA,29,NA,-2.12113713591598,"evm.utg659.16/evm.utg579.102/utg432.equina_smart_1413652.mrna1/evm.utg125.186/evm.utg4207.21/evm.utg4207.19/evm.utg4207.20"
"GSEA","salinity_only","molecular_functions","GO:0016491","oxidoreductase activity","MF_9","GO:0016491","oxidoreductase activity",5.55885582792372e-06,NA,NA,319,NA,-1.9198713630378,"evm.utg21766.9/evm.utg709.8/evm.utg1031.57/evm.utg4271.25/evm.utg1708.29/evm.utg801.94/evm.utg1507.10/evm.utg1022.33/evm.utg788.37/evm.utg2426.24/evm.utg2123.9/evm.utg356.157/evm.utg194.23/evm.utg160.25/evm.utg4709.22/evm.utg27.96/evm.utg3499.5/evm.utg97204.6/evm.utg116.78/evm.utg78.33/evm.utg2115.18/evm.utg1031.56/evm.utg38114.16/evm.utg1972.1/evm.utg14876.8/evm.utg467.6/evm.utg5513.4/evm.utg1781.18/evm.utg172.138/evm.utg3550.6/evm.utg298.12/evm.utg6806.23/evm.utg2007.16/evm.utg4326.30/evm.utg3753.16/evm.utg1005.73/evm.utg470.94/evm.utg790.58/evm.utg7680.15/evm.utg4907.69/evm.utg194.22/utg7950.equina_smart_1791395.mrna2/evm.utg324.214/evm.utg298.11/evm.utg411.144/evm.utg413.52/evm.utg301.18/evm.utg844.8/evm.utg116.1/evm.utg239.19/evm.utg4155.26/evm.utg1355.25/evm.utg3550.12/evm.utg7931.8/evm.utg438.23/evm.utg348.6/evm.utg7931.6/evm.utg4.53/evm.utg2674.7/evm.utg1221.19/evm.utg532.16/evm.utg116.119/evm.utg5578.4/evm.utg7931.7/evm.utg101.99/evm.utg4709.19/evm.utg2417.41/evm.utg307.15/evm.utg729.130/evm.utg116.121/evm.utg324.97/evm.utg4155.27/evm.utg6958.34/evm.utg20618.1/evm.utg3019.11/evm.utg3201.13/evm.utg992.14/utg700.equina_smart_1421475.mrna1/evm.utg597.25/evm.utg1455.33/evm.utg3019.12/evm.utg9668.2/evm.utg3499.4/utg700.equina_smart_1421472.mrna1/evm.utg3499.10/evm.utg9668.1/evm.utg3499.7/evm.utg3499.9/evm.utg1455.34"
"ORA","salinity_only","molecular_functions","GO:0016491","oxidoreductase activity","MF_9","GO:0016491","oxidoreductase activity",0.00043333833368201,0.0228968356058657,89,NA,1.64327244661693,NA,"evm.utg4.53/evm.utg78.33/evm.utg101.99/evm.utg116.1/evm.utg116.119/evm.utg116.121/evm.utg160.25/evm.utg172.138/evm.utg194.22/evm.utg239.19/evm.utg243.6/evm.utg301.18/evm.utg307.15/evm.utg324.97/evm.utg348.6/evm.utg356.157/evm.utg411.144/evm.utg413.52/evm.utg415.26/evm.utg438.23/evm.utg467.6/evm.utg470.94/evm.utg479.117/evm.utg498.7/evm.utg526.25/evm.utg532.16/evm.utg597.25/utg700.equina_smart_1421472.mrna1/utg700.equina_smart_1421475.mrna1/evm.utg729.130/evm.utg788.37/evm.utg790.58/evm.utg801.94/evm.utg844.8/evm.utg868.107/evm.utg868.108/evm.utg989.21/evm.utg992.14/evm.utg1005.73/evm.utg1221.19/evm.utg1243.2/evm.utg1355.25/evm.utg1396.13/evm.utg1455.33/evm.utg1455.34/evm.utg1708.37/evm.utg1910.39/evm.utg1910.64/evm.utg1972.1/evm.utg2007.16/evm.utg2417.41/evm.utg2674.7/evm.utg3019.11/evm.utg3019.12/evm.utg3158.43/evm.utg3201.13/evm.utg3380.9/evm.utg3499.4/evm.utg3499.7/evm.utg3499.9/evm.utg3499.10/evm.utg3550.12/evm.utg3753.16/evm.utg3839.96/evm.utg4155.26/evm.utg4155.27/evm.utg4326.30/evm.utg4709.19/evm.utg4709.26/evm.utg4907.69/evm.utg5578.4/evm.utg6806.23/evm.utg6958.34/evm.utg7680.15/evm.utg7931.6/evm.utg7931.7/evm.utg7931.8/utg7950.equina_smart_1791395.mrna2/evm.utg9668.1/evm.utg9668.2/evm.utg14876.8/evm.utg20618.1/evm.utg21766.5/evm.utg27651.3/evm.utg32107.9/evm.utg53426.4/evm.utg97204.6/evm.utg139908.2/evm.utg139908.3"
"GSEA","additive","molecular_functions","GO:0030414","peptidase inhibitor activity","MF_11","GO:0030414","peptidase inhibitor activity",3.36e-08,NA,NA,78,NA,-2.6194232230743,"evm.utg2417.37/evm.utg5073.3/evm.utg1819.3/utg1609.evm.utg3137.1.mrna2/evm.utg2858.29/evm.utg532.8/evm.utg2100.31/evm.utg209609.2/evm.utg1290.3/evm.utg4049.2/evm.utg104.64/evm.utg616.127/evm.utg413.26/evm.utg8.10/evm.utg1609.5/evm.utg413.23/evm.utg580.26/evm.utg9740.7/evm.utg544.14/evm.utg379.46/evm.utg8615.4/evm.utg334.78/evm.utg5073.2/evm.utg24357.20/evm.utg5689.8/evm.utg1290.2/evm.utg5689.7/evm.utg616.126/utg334.equina_smart_1340223.mrna2/evm.utg20736.15/evm.utg2417.38/utg19074.equina_smart_1694011.mrna2/evm.utg14703.2/utg544.equina_smart_1559235utrorf.mrna1/evm.utg37512.1/evm.utg4207.23/evm.utg19074.8/evm.utg544.11/evm.utg32458.10/evm.utg580.6/evm.utg104.63/evm.utg52.99"
"GSEA","diesel_added","molecular_functions","GO:0004867","serine-type endopeptidase inhibitor activity","MF_11","GO:0030414","peptidase inhibitor activity",0.0211824806539409,NA,NA,98,NA,2.17704422395408,"evm.utg14533.12/evm.utg14913.15/evm.utg14913.16/evm.utg59616.3/evm.utg14533.21/evm.utg14533.20/evm.utg52.106/evm.utg417.47/evm.utg59616.2/evm.utg59616.1/evm.utg7066.37/evm.utg152.8/evm.utg7977.5/evm.utg54553.2/evm.utg14533.19/evm.utg54553.1/evm.utg1972.76/evm.utg1919.96/evm.utg777.11/evm.utg14913.17/evm.utg36040.1/evm.utg4290.17/evm.utg14533.18/evm.utg4607.4/evm.utg777.10/evm.utg2379.7/evm.utg1005.1/evm.utg7596.6"
"GSEA","salinity_added","molecular_functions","GO:0030414","peptidase inhibitor activity","MF_11","GO:0030414","peptidase inhibitor activity",0.000231529120224048,NA,NA,78,NA,-2.3755887775935,"evm.utg209609.2/evm.utg379.46/evm.utg1609.5/evm.utg544.14/evm.utg334.78/evm.utg580.26/evm.utg413.23/evm.utg5689.7/evm.utg32458.10/evm.utg5689.8/evm.utg8.10/evm.utg2100.31/utg19074.equina_smart_1694011.mrna2/evm.utg580.6/utg334.equina_smart_1340223.mrna2/evm.utg5073.2/evm.utg19074.8/evm.utg616.126/evm.utg413.26/evm.utg104.64/evm.utg1290.3/evm.utg20736.15/evm.utg1290.2/evm.utg37512.1/evm.utg544.11/utg544.equina_smart_1559235utrorf.mrna1/evm.utg2417.38/evm.utg14703.2/evm.utg4207.23/evm.utg104.63/evm.utg52.99"
"GSEA","salinity_only","molecular_functions","GO:0030414","peptidase inhibitor activity","MF_11","GO:0030414","peptidase inhibitor activity",5.55885582792372e-06,NA,NA,78,NA,-2.4143809700275,"evm.utg1800.5/evm.utg1609.6/evm.utg1819.3/utg1609.evm.utg3137.1.mrna2/evm.utg104.64/evm.utg37512.1/evm.utg580.26/evm.utg616.127/evm.utg379.46/evm.utg32458.10/evm.utg8.10/evm.utg544.14/evm.utg8615.4/evm.utg334.78/evm.utg1609.5/evm.utg5073.2/evm.utg413.26/evm.utg580.6/evm.utg2858.29/evm.utg5689.7/evm.utg616.126/evm.utg9740.7/utg334.equina_smart_1340223.mrna2/utg19074.equina_smart_1694011.mrna2/evm.utg5689.8/evm.utg413.23/evm.utg19074.8/evm.utg544.11/evm.utg20736.15/evm.utg14703.2/evm.utg104.63/evm.utg52.99"
"ORA","combined","molecular_functions","GO:0030414","peptidase inhibitor activity","MF_11","GO:0030414","peptidase inhibitor activity",3.82486615659039e-05,0.00798446266724212,37,NA,2.49999788435011,NA,"evm.utg8.10/evm.utg52.99/evm.utg104.63/evm.utg104.64/evm.utg334.78/utg334.equina_smart_1340223.mrna2/evm.utg379.46/evm.utg413.23/evm.utg413.26/evm.utg544.11/utg544.equina_smart_1559235utrorf.mrna1/evm.utg544.14/evm.utg580.6/evm.utg580.26/evm.utg616.126/evm.utg616.127/evm.utg912.49/evm.utg1290.2/evm.utg1609.5/evm.utg2100.31/evm.utg2417.38/evm.utg2858.29/evm.utg4049.2/evm.utg4207.23/evm.utg5073.2/evm.utg5689.7/evm.utg5689.8/evm.utg8615.4/evm.utg9740.7/evm.utg14703.2/evm.utg15552.12/evm.utg19074.8/utg19074.equina_smart_1694011.mrna2/evm.utg20736.15/evm.utg24357.20/evm.utg32458.10/evm.utg37512.1"
"ORA","salinity_added","molecular_functions","GO:0030414","peptidase inhibitor activity","MF_11","GO:0030414","peptidase inhibitor activity",0.00402346904357016,0.00710441334768568,33,NA,2.22444754004939,NA,"evm.utg8.10/evm.utg52.99/evm.utg104.63/evm.utg104.64/evm.utg334.78/utg334.equina_smart_1340223.mrna2/evm.utg413.23/evm.utg413.26/evm.utg470.31/evm.utg532.10/evm.utg544.11/utg544.equina_smart_1559235utrorf.mrna1/evm.utg544.14/evm.utg580.6/evm.utg580.26/evm.utg616.126/evm.utg912.49/evm.utg1290.2/evm.utg1290.3/evm.utg1609.5/evm.utg2100.31/evm.utg2417.38/evm.utg4207.23/evm.utg5073.2/evm.utg5689.7/evm.utg5689.8/evm.utg14703.2/evm.utg15552.12/evm.utg19074.8/utg19074.equina_smart_1694011.mrna2/evm.utg20618.10/evm.utg20736.15/evm.utg37512.1"
"ORA","salinity_only","molecular_functions","GO:0030414","peptidase inhibitor activity","MF_11","GO:0030414","peptidase inhibitor activity",0.000111603208016661,0.00823257010547981,32,NA,2.57768226920303,NA,"evm.utg8.10/evm.utg52.99/evm.utg104.63/evm.utg334.78/utg334.equina_smart_1340223.mrna2/evm.utg379.46/evm.utg413.23/evm.utg413.26/evm.utg544.11/evm.utg544.14/evm.utg580.6/evm.utg580.26/evm.utg616.126/evm.utg616.127/evm.utg738.8/evm.utg912.49/evm.utg1609.5/evm.utg1800.5/evm.utg1819.3/evm.utg2858.29/evm.utg5073.2/evm.utg5689.7/evm.utg5689.8/evm.utg8615.4/evm.utg9740.7/evm.utg14703.2/evm.utg15552.12/evm.utg19074.8/utg19074.equina_smart_1694011.mrna2/evm.utg20736.15/evm.utg32458.10/evm.utg37512.1"
"GSEA","salinity_added","molecular_functions","GO:0001786","phosphatidylserine binding","MF_3","GO:0001786","phosphatidylserine binding",0.037627024677859,NA,NA,37,NA,-1.83052355493067,"evm.utg1051.91/evm.utg2099.17/evm.utg2129.9/evm.utg27.149/evm.utg8.1/evm.utg2417.27/evm.utg2099.66/evm.utg1056.20/evm.utg2099.54/evm.utg418.76/evm.utg16283.16/evm.utg1251.12/evm.utg2417.28/evm.utg1051.92/evm.utg2129.10/evm.utg1051.93/evm.utg637.11"
"GSEA","diesel_added","molecular_functions","GO:0008157","protein phosphatase 1 binding","MF_17","GO:0008157","protein phosphatase 1 binding",0.00288369394320317,NA,NA,10,NA,2.07101217802474,"evm.utg18.25/evm.utg19396.5/evm.utg18.21/evm.utg18.20/evm.utg18.26/evm.utg217.28"
"GSEA","salinity_only","molecular_functions","GO:0015252","proton channel activity","MF_20","GO:0015252","proton channel activity",0.0324670847106307,NA,NA,11,NA,-1.8275296814702,"evm.utg9401.3/evm.utg4082.49/evm.utg432.28/evm.utg9401.4/evm.utg432.27/evm.utg4290.26/evm.utg20090.4/evm.utg432.29/evm.utg4290.29/evm.utg432.26"
"ORA","salinity_only","molecular_functions","GO:0015252","proton channel activity","MF_20","GO:0015252","proton channel activity",0.000111603208016661,0.0023154103421662,9,NA,6.72247819070562,NA,"evm.utg432.26/evm.utg432.27/evm.utg432.28/evm.utg432.29/evm.utg4082.49/evm.utg4290.26/evm.utg4290.29/evm.utg9401.4/evm.utg20090.4"
"GSEA","additive","molecular_functions","GO:0005044","scavenger receptor activity","MF_12","GO:0005044","scavenger receptor activity",0.00234688204979043,NA,NA,330,NA,-1.66980082911371,"evm.utg2969.51/evm.utg1205.44/evm.utg2969.73/evm.utg190.79/evm.utg203.65/evm.utg415.29/evm.utg2969.38/evm.utg4652.25/evm.utg625.19/utg2200.equina_smart_1442540.mrna1/evm.utg1281.5/evm.utg363.1/evm.utg19356.4/evm.utg24783.4/utg750.equina_smart_202189.mrna2/utg4796.evm.utg6677.2.mrna4/evm.utg577.67/utg2200.equina_smart_1442537.mrna1/evm.utg536.31/evm.utg1475.1/utg54.equina_smart_1393700.mrna1/evm.utg1569.8/evm.utg190.78/evm.utg2246.57/evm.utg1205.46/evm.utg5059.2/evm.utg1285.42/evm.utg13.51/evm.utg25070.5/evm.utg5370.3/evm.utg2969.47/evm.utg5059.3/evm.utg7127.5.6/evm.utg936.22/utg13.equina_smart_1393279.mrna2/evm.utg7127.4/evm.utg1765.4/evm.utg7127.7/evm.utg24783.3/evm.utg1052.17/evm.utg54.10/utg9625.equina_smart_1466841utrorf.mrna1/evm.utg19356.5/evm.utg6446.11/utg750.equina_smart_1166396.mrna1/utg10588.equina_smart_375340.mrna1/evm.utg9472.6/utg2200.equina_smart_1442500.mrna1/evm.utg19356.6/evm.utg9472.7/evm.utg2858.6/evm.utg577.87/evm.utg2838.15/evm.utg13.50/evm.utg13.41/evm.utg54.20/utg9625.equina_smart_1466841.mrna1/evm.utg9472.8/evm.utg236.2/evm.utg1358.31/utg388.equina_smart_1411185.mrna1/evm.utg5176.5/evm.utg9472.9/evm.utg897.1/evm.utg160.23/evm.utg1285.28/utg750.equina_smart_3716.mrna2/evm.utg579.57/evm.utg17602.1/evm.utg577.97/utg2200.equina_smart_14340.mrna2/evm.utg388.13/evm.utg577.68/evm.utg577.94/evm.utg6401.64/evm.utg19356.8/evm.utg10588.23/evm.utg6446.8/evm.utg5059.1/evm.utg1765.2/evm.utg8851.76/evm.utg858.70/evm.utg8851.75/evm.utg54.21/evm.utg5176.8/evm.utg300.24/evm.utg15664.3/evm.utg54.9/evm.utg5059.9/evm.utg4796.28/evm.utg5059.6/evm.utg2123.45/evm.utg5370.2/evm.utg5059.7/utg388.equina_smart_563588.mrna1/evm.utg572.21/evm.utg2704.30/evm.utg5059.8/evm.utg2704.29/evm.utg236.6/evm.utg858.1/evm.utg17602.2/evm.utg108328.3/evm.utg54.8/evm.utg26093.3/evm.utg1765.1/evm.utg1052.13/evm.utg6446.13/evm.utg108328.4/evm.utg1285.29/evm.utg236.4/evm.utg577.79/evm.utg26093.4/evm.utg363.8/evm.utg116.316/evm.utg5059.10/evm.utg15506.27/evm.utg1330.23/evm.utg7148.9/evm.utg5294.28/evm.utg858.72/utg236.evm.utg19356.5.mrna2/utg858.evm.utg79231.1.mrna2/evm.utg324.92/evm.utg2200.4/utg73.equina_smart_1395412.mrna1/evm.utg2858.1/evm.utg338.89/evm.utg8851.77"
"GSEA","salinity_added","molecular_functions","GO:0005044","scavenger receptor activity","MF_12","GO:0005044","scavenger receptor activity",0.0064658922078251,NA,NA,330,NA,-1.64867065841433,"evm.utg1358.33/evm.utg2969.49/evm.utg577.89/evm.utg5176.8/evm.utg5059.7/evm.utg388.13/evm.utg1358.31/evm.utg9472.6/utg750.equina_smart_1166396.mrna1/evm.utg6677.7/evm.utg2969.47/evm.utg300.24/evm.utg7127.7/evm.utg415.29/evm.utg1285.28/evm.utg5176.5/evm.utg236.2/evm.utg5059.6/evm.utg9472.9/evm.utg936.22/evm.utg579.57/evm.utg9472.7/evm.utg858.1/evm.utg2838.15/evm.utg3790.31/evm.utg858.72/evm.utg577.67/evm.utg19356.8/evm.utg5059.8/evm.utg236.6/evm.utg2246.57/evm.utg10588.23/evm.utg577.68/evm.utg1765.4/evm.utg6677.2/evm.utg6401.64/evm.utg5294.28/utg750.equina_smart_3716.mrna2/evm.utg5059.9/evm.utg17602.1/evm.utg1765.2/evm.utg5370.3/utg9625.equina_smart_1466841utrorf.mrna1/utg388.equina_smart_563588.mrna1/evm.utg6677.6/utg9625.equina_smart_1466841.mrna1/evm.utg7148.9/evm.utg8851.76/evm.utg17602.2/evm.utg1765.1/evm.utg24783.2/evm.utg24783.3/evm.utg54.10/evm.utg1330.23/evm.utg15506.27/evm.utg4796.28/evm.utg54.9/evm.utg2858.6/evm.utg26093.3/evm.utg363.1/evm.utg24783.4/utg858.evm.utg79231.1.mrna2/evm.utg2200.4/evm.utg8851.75/evm.utg363.8/evm.utg15664.3/utg73.equina_smart_1395412.mrna1/evm.utg108328.4/evm.utg6446.13/evm.utg54.8/evm.utg116.316/evm.utg5370.2/evm.utg108328.3/evm.utg5059.10/utg236.evm.utg19356.5.mrna2/evm.utg26093.4/evm.utg236.4/evm.utg1285.29/evm.utg1052.13/evm.utg8851.77/evm.utg324.92/evm.utg13.50/evm.utg572.21/evm.utg577.94/evm.utg577.79/evm.utg2704.30/evm.utg2123.45/evm.utg13.51/evm.utg2858.1/evm.utg338.89/evm.utg2704.29/evm.utg577.97"
"GSEA","salinity_only","molecular_functions","GO:0005044","scavenger receptor activity","MF_12","GO:0005044","scavenger receptor activity",0.00792062910740019,NA,NA,330,NA,-1.59327062682146,"evm.utg6677.6/evm.utg49.1/evm.utg5059.8/evm.utg2838.8/evm.utg363.1/evm.utg9625.1/evm.utg579.54/evm.utg160.23/evm.utg13.50/evm.utg32914.6/utg2200.equina_smart_1442540.mrna1/utg388.equina_smart_563588.mrna1/evm.utg388.17/evm.utg1285.29/evm.utg2200.2/utg858.evm.utg79231.1.mrna2/evm.utg5059.9/evm.utg54.8/evm.utg24783.3/evm.utg15664.4/utg13.equina_smart_1393279.mrna2/evm.utg25070.5/evm.utg858.1/evm.utg5059.3/evm.utg190.80/evm.utg858.72/evm.utg109.116/evm.utg2704.29/evm.utg5059.6/evm.utg6446.8/evm.utg577.68/utg2200.equina_smart_14340.mrna2/evm.utg24783.6/evm.utg17602.1/evm.utg1358.31/evm.utg5059.10/evm.utg6446.13/evm.utg8851.75/evm.utg1765.4/utg388.equina_smart_1411185.mrna1/evm.utg5370.2/evm.utg1569.8/utg9625.equina_smart_1466841.mrna1/evm.utg5370.3/evm.utg3790.31/utg388.equina_smart_1411195.mrna1/evm.utg4605.5/evm.utg15664.3/utg2200.equina_smart_1442500.mrna1/evm.utg577.79/evm.utg1475.1/evm.utg108328.3/evm.utg577.94/evm.utg5059.1/utg10588.equina_smart_375340.mrna1/evm.utg6401.64/evm.utg13.51/evm.utg9625.2/evm.utg17602.2/evm.utg536.31/evm.utg2704.30/evm.utg10588.23/evm.utg54.10/evm.utg5176.8/evm.utg1765.2/utg9625.equina_smart_1466841utrorf.mrna1/evm.utg388.13/evm.utg9472.6/evm.utg2123.45/evm.utg572.21/evm.utg2969.38/evm.utg2858.6/evm.utg300.24/evm.utg236.6/evm.utg8851.76/utg54.equina_smart_1393700.mrna1/evm.utg577.97/evm.utg1765.1/evm.utg1052.13/evm.utg19356.9/evm.utg26093.4/evm.utg116.316/evm.utg2200.4/evm.utg338.89/evm.utg1285.28/evm.utg15506.27/evm.utg26093.3/evm.utg1330.23/evm.utg54.9/evm.utg4796.28/utg236.evm.utg19356.5.mrna2/evm.utg7148.9/evm.utg324.92/evm.utg8851.77"
"GSEA","additive","molecular_functions","GO:0005200","structural constituent of cytoskeleton","MF_4","GO:0003735","structural constituent of ribosome",0.000353738558746344,NA,NA,46,NA,2.53720611595784,"utg31304.equina_smart_1477688.mrna1/evm.utg693.3/utg693.equina_smart_1421073.mrna1/evm.utg693.5/utg2969.equina_smart_124203.mrna2/evm.utg693.2/evm.utg1363.5/evm.utg31304.1/evm.utg31304.3/evm.utg693.4/evm.utg1363.6/evm.utg31304.4/utg1363.equina_smart_1433367.mrna1/evm.utg31304.2/evm.utg1277.42/evm.utg3201.11/evm.utg262.10.11/evm.utg378.53/evm.utg1609.42/evm.utg1609.43/evm.utg18.4/evm.utg18.6/evm.utg693.6/evm.utg1609.41/evm.utg18.5/evm.utg1363.3/evm.utg1575.28"
"GSEA","additive","molecular_functions","GO:0005201","extracellular matrix structural constituent","MF_4","GO:0003735","structural constituent of ribosome",0.000353738558746344,NA,NA,120,NA,-2.12525013575602,"evm.utg378.56/evm.utg24438.23/evm.utg622.122/evm.utg34.11/evm.utg378.57/evm.utg92.134/evm.utg820.6/evm.utg3443.47/evm.utg130819.1/evm.utg378.58/evm.utg145.64/evm.utg5885.76/evm.utg209609.2/evm.utg1052.36/evm.utg1497.2/evm.utg5421.1/evm.utg1052.34/evm.utg4907.54/evm.utg9740.7/evm.utg14287.46/utg154100.equina_smart_991908.mrna2/evm.utg1056.71/evm.utg714.23/evm.utg1497.1/utg19074.equina_smart_1694011.mrna2/utg544.equina_smart_1559235utrorf.mrna1/evm.utg19074.8/evm.utg816.13/evm.utg544.16/evm.utg616.15/evm.utg1056.72/evm.utg4826.1/evm.utg55.212/evm.utg544.11/evm.utg207.13"
"GSEA","additive","molecular_functions","GO:0003735","structural constituent of ribosome","MF_4","GO:0003735","structural constituent of ribosome",0.000353738558746344,NA,NA,212,NA,-1.91201831300455,"evm.utg301.16/evm.utg479.58/evm.utg73.68/evm.utg62.20/evm.utg324.14/evm.utg219.71/evm.utg47.27/evm.utg483.56/evm.utg9313.24/evm.utg4.45/evm.utg8494.9/evm.utg3019.36/evm.utg3092.46/evm.utg3799.21/evm.utg1962.9/evm.utg411.52/evm.utg590.13/evm.utg1588.14/evm.utg868.5/evm.utg622.63/evm.utg301.37/evm.utg729.96/evm.utg172.23/evm.utg125.18/evm.utg791.8/evm.utg56.53/evm.utg1372.18/evm.utg5176.12/evm.utg505.41/evm.utg1565.17/evm.utg1648.24/evm.utg389.13/evm.utg3878.28/evm.utg1846.8/evm.utg7522.33/evm.utg73.14/evm.utg415.116/evm.utg729.46/evm.utg343339.2/utg86.equina_smart_1445806.mrna2/evm.utg577.29/evm.utg693.66/utg2581.equina_smart_1098872.mrna2/evm.utg2967.31/evm.utg301.138/evm.utg4716.3/evm.utg236.39/evm.utg16027.9/evm.utg890.45/evm.utg532.13/evm.utg344.47/evm.utg107.57/evm.utg910.151/evm.utg699.4/evm.utg798.61/evm.utg378.133/evm.utg1925.24/evm.utg77.8/evm.utg2814.18/evm.utg2929.10/evm.utg1109.26/evm.utg150.93/utg788.equina_smart_1260423.mrna1/evm.utg1800.6/evm.utg6078.32/evm.utg2129.121/evm.utg577.105/evm.utg381.21/evm.utg3235.7/evm.utg116.286/evm.utg14287.6/evm.utg2757.29/evm.utg1910.32/evm.utg17809.12/evm.utg129.21/evm.utg301.49/evm.utg3553.8/evm.utg12897.18/evm.utg496.27/evm.utg579.70/evm.utg498.48/evm.utg5885.98/evm.utg9216.5/evm.utg798.17/evm.utg48209.2/evm.utg3878.21/evm.utg18.9/evm.utg7217.40/evm.utg4464.16/evm.utg15585.12/evm.utg7145.61/evm.utg207.63/evm.utg498.129/evm.utg597.5/evm.utg2007.14/evm.utg1109.3/evm.utg1565.85/evm.utg1910.34/evm.utg420.100/evm.utg378.108/evm.utg868.49/evm.utg1226.13/evm.utg320.85/evm.utg498.143/evm.utg236.43/evm.utg2108.11/evm.utg544.4/evm.utg234.64/evm.utg207.20/evm.utg55.156/evm.utg498.93/evm.utg55.88/evm.utg1931.13/evm.utg4194.6/evm.utg126.157/evm.utg92.66/evm.utg1056.36/evm.utg1517.5/evm.utg234.86/evm.utg1931.75/evm.utg17994.10/evm.utg597.212/evm.utg3677.28/evm.utg77.113/evm.utg378.170/evm.utg6072.8/evm.utg4610.29/evm.utg5417.26/evm.utg379.48/evm.utg577.30/evm.utg7145.43/evm.utg535.38/evm.utg5652.50/evm.utg1226.19/evm.utg4886.30/evm.utg150.50/evm.utg577.73/evm.utg2108.6/evm.utg180.72/evm.utg797.57/evm.utg18409.1/evm.utg15585.14/evm.utg14.81/evm.utg243.70/evm.utg3790.42/evm.utg797.58/evm.utg1507.31/evm.utg378.169/evm.utg4187.32/evm.utg378.167/evm.utg378.168"
"GSEA","salinity_added","molecular_functions","GO:0005200","structural constituent of cytoskeleton","MF_4","GO:0003735","structural constituent of ribosome",0.0064658922078251,NA,NA,46,NA,2.37736242037419,"utg31304.equina_smart_1477688.mrna1/evm.utg1575.28/utg693.equina_smart_1421073.mrna1/evm.utg693.2/evm.utg693.3/evm.utg1363.5/utg2969.equina_smart_124203.mrna2/evm.utg693.4/evm.utg1277.42/evm.utg262.10.11/evm.utg31304.1/evm.utg31304.3/evm.utg31304.2/evm.utg693.6/evm.utg693.5/evm.utg378.53/evm.utg18.6/evm.utg18.4/evm.utg31304.4/evm.utg1363.3/evm.utg1363.6/evm.utg338.64/evm.utg1609.43/evm.utg3201.11/evm.utg1609.42/utg1363.equina_smart_1433367.mrna1/evm.utg1609.41/evm.utg3201.10/evm.utg18.5/evm.utg612.4"
"GSEA","salinity_added","molecular_functions","GO:0005201","extracellular matrix structural constituent","MF_4","GO:0003735","structural constituent of ribosome",0.00718134570782868,NA,NA,120,NA,-1.89019405995664,"evm.utg820.6/evm.utg1052.36/evm.utg55667.1/evm.utg378.58/evm.utg1056.71/evm.utg9740.7/evm.utg378.57/evm.utg209609.2/evm.utg130819.1/utg154100.equina_smart_991908.mrna2/evm.utg1497.2/evm.utg1052.34/evm.utg145.64/evm.utg4907.54/utg19074.equina_smart_1694011.mrna2/evm.utg19074.8/evm.utg5885.76/evm.utg714.23/evm.utg2614.21/evm.utg14287.46/evm.utg1497.1/evm.utg485.6/evm.utg4826.1/evm.utg544.16/evm.utg816.13/evm.utg1056.72/evm.utg207.13/evm.utg616.15/evm.utg544.11/evm.utg55.212/utg544.equina_smart_1559235utrorf.mrna1"
