"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","GO","contrast"
"GO:0006412...62","GO:0006412","translation",197,-0.419417091449817,-1.76490347496639,0.000165267736636626,0.0303293474474006,0.0253177661678424,15821,"tags=71%, list=38%, signal=45%","evm.utg301.16/evm.utg479.58/evm.utg73.68/evm.utg62.20/evm.utg324.14/evm.utg219.71/evm.utg47.27/evm.utg483.56/evm.utg9313.24/evm.utg4.45/evm.utg6821.23/evm.utg8494.9/evm.utg3092.46/evm.utg3799.21/evm.utg1962.9/evm.utg411.52/evm.utg590.13/evm.utg1588.14/evm.utg868.5/evm.utg622.63/evm.utg301.37/evm.utg729.96/evm.utg125.18/evm.utg791.8/evm.utg56.53/evm.utg1372.18/evm.utg5176.12/evm.utg505.41/evm.utg1648.24/evm.utg3878.28/evm.utg18633.16/evm.utg1846.8/evm.utg7522.33/evm.utg415.116/evm.utg729.46/evm.utg343339.2/utg86.equina_smart_1445806.mrna2/evm.utg577.29/evm.utg693.66/utg2581.equina_smart_1098872.mrna2/evm.utg2967.31/evm.utg301.138/evm.utg4716.3/evm.utg236.39/evm.utg16027.9/evm.utg890.45/evm.utg532.13/evm.utg344.47/evm.utg107.57/evm.utg910.151/evm.utg699.4/evm.utg378.133/evm.utg1925.24/evm.utg77.8/evm.utg2814.18/evm.utg7217.55/evm.utg2929.10/evm.utg1109.26/evm.utg150.93/utg788.equina_smart_1260423.mrna1/evm.utg1800.6/evm.utg2129.121/evm.utg577.105/evm.utg381.21/evm.utg3235.7/evm.utg116.286/evm.utg14287.6/evm.utg2757.29/evm.utg1910.32/evm.utg17809.12/evm.utg129.21/evm.utg301.49/evm.utg3553.8/evm.utg12897.18/evm.utg496.27/evm.utg579.70/evm.utg498.48/evm.utg5885.98/evm.utg9216.5/evm.utg798.17/evm.utg48209.2/evm.utg3878.21/evm.utg924.59/evm.utg7217.40/evm.utg4464.16/evm.utg15585.12/evm.utg7145.61/evm.utg207.63/evm.utg498.129/evm.utg597.5/evm.utg2007.14/evm.utg1109.3/evm.utg1565.85/evm.utg1910.34/evm.utg420.100/evm.utg378.108/evm.utg868.49/evm.utg1226.13/evm.utg320.85/evm.utg498.143/evm.utg544.4/evm.utg234.64/evm.utg207.20/evm.utg55.156/evm.utg498.93/evm.utg55.88/evm.utg1931.13/evm.utg4194.6/evm.utg126.157/evm.utg92.66/evm.utg1056.36/evm.utg1517.5/evm.utg234.86/evm.utg1931.75/evm.utg597.212/evm.utg3677.28/evm.utg77.113/evm.utg378.170/evm.utg6072.8/evm.utg379.48/evm.utg577.30/evm.utg7145.43/evm.utg498.88/evm.utg1226.19/evm.utg577.73/evm.utg2108.6/evm.utg180.72/evm.utg797.57/evm.utg52.55/evm.utg18409.1/evm.utg15585.14/evm.utg14.81/evm.utg243.70/evm.utg3790.42/evm.utg797.58/evm.utg1507.31/evm.utg378.169/evm.utg4187.32/evm.utg378.167/evm.utg378.168","biological_processes","additive"
"GO:0006310...63","GO:0006310","DNA recombination",462,-0.338329430040844,-1.55229732957485,0.000139452748403263,0.0303293474474006,0.0253177661678424,10838,"tags=34%, list=26%, signal=25%","evm.utg1281.30/evm.utg579.4/evm.utg1079.4/evm.utg1204.39/evm.utg36986.1/evm.utg5390.63/evm.utg15716.7/evm.utg3550.17/evm.utg648.32/evm.utg54636.3/evm.utg2601.11/evm.utg456.34/evm.utg3380.37/evm.utg1177.17/evm.utg6504.9/evm.utg4613.73/evm.utg18686.22/evm.utg5068.7/evm.utg324.26/utg10358.equina_smart_99644.mrna2/evm.utg435.18/evm.utg3090.45/evm.utg1236.8/evm.utg483.50/evm.utg28737.14/evm.utg4610.42/evm.utg3090.2/evm.utg479.44/evm.utg77.87/evm.utg27529.3/evm.utg1253.77/evm.utg256.31/evm.utg501.24/evm.utg1101.44/evm.utg30399.7/evm.utg3164.1/evm.utg5414.44/evm.utg203.81/evm.utg22414.5/evm.utg372.50/evm.utg691.23/evm.utg438.10/evm.utg8726.14/evm.utg1767.1/evm.utg1056.146/evm.utg2327.24/evm.utg777.35/evm.utg125.180/evm.utg479.46/evm.utg4501.2/evm.utg505.52/utg10470.evm.utg7145.42.mrna2/evm.utg7145.42/evm.utg594.7/evm.utg78.109/evm.utg1819.48/evm.utg691.12/evm.utg1253.23/evm.utg320.29/evm.utg192.85/evm.utg14021.16/evm.utg1101.47/evm.utg8892.20/evm.utg225.113/evm.utg24075.5/evm.utg268.22/evm.utg8609.17/evm.utg888.71/evm.utg3164.55/evm.utg2601.10/evm.utg936.37/evm.utg173190.1/evm.utg31532.3/evm.utg15585.23/utg1579.equina_smart_1435500.mrna1/evm.utg27529.1/evm.utg5059.5/evm.utg15197.15/evm.utg505.1/evm.utg936.33/evm.utg936.35/evm.utg2083.13/evm.utg1221.6/evm.utg86.15/evm.utg13.42/evm.utg2526.3/evm.utg8851.52/evm.utg8792.21/evm.utg1239.10/utg16223.equina_smart_99644.mrna1/evm.utg7680.4/evm.utg6293.27/evm.utg33828.4/evm.utg479.45/evm.utg2299.2/evm.utg1654.9/evm.utg3669.10/evm.utg691.10/evm.utg882.12/evm.utg1452.5/evm.utg777.33/evm.utg1205.53/evm.utg438.11/evm.utg21873.16/evm.utg17602.3/evm.utg12230.12/evm.utg483.51/evm.utg4737.6/evm.utg4605.50/evm.utg1995.14/evm.utg77.114/evm.utg3090.41/evm.utg5414.29/utg4303.equina_smart_1454938.mrna1/utg4303.equina_smart_1435511.mrna1/utg14287.equina_smart_1752363utrorf.mrna1/evm.utg7286.7/evm.utg2159.2/evm.utg2274.11/utg1579.equina_smart_1454938.mrna2/evm.utg3870.10/evm.utg456.36/evm.utg78.108/evm.utg4652.22/evm.utg1579.3/evm.utg117.23/evm.utg1910.108/evm.utg700.33/evm.utg13793.33/evm.utg207.39/evm.utg31.89/evm.utg102448.4/evm.utg107084.2/evm.utg1022.10/evm.utg3197.14/evm.utg7840.36/evm.utg1221.2/evm.utg2115.4/evm.utg483.47/evm.utg6423.20/evm.utg225.46/evm.utg1910.110/evm.utg67002.1/evm.utg888.70/evm.utg888.73/evm.utg7840.72/evm.utg888.65/evm.utg24075.8/evm.utg4977.3/evm.utg1910.100/evm.utg67002.5/evm.utg505.22/evm.utg2073.4/evm.utg359.34/evm.utg7840.3/evm.utg3164.27","biological_processes","additive"
"GO:0009311","GO:0009311","oligosaccharide metabolic process",10,0.81583258497071,2.03322999964948,0.0012273056707435,0.0487819947620271,0.0407213224329283,1142,"tags=50%, list=3%, signal=49%","evm.utg1972.86/evm.utg1972.84/evm.utg1972.85/evm.utg1972.87/evm.utg1972.81","biological_processes","additive"
"GO:0051260","GO:0051260","protein homooligomerization",114,0.468434149699052,1.95571168817236,0.00120479766640968,0.0487819947620271,0.0407213224329283,8239,"tags=37%, list=20%, signal=30%","evm.utg10358.10/evm.utg14902.29/evm.utg280.17/evm.utg2108.2/evm.utg280.28/evm.utg9902.8/evm.utg3722.2/evm.utg3722.4/evm.utg8494.92/evm.utg695.1/evm.utg3722.3/evm.utg109.86/evm.utg4898.5/evm.utg2246.35/evm.utg18019.8/evm.utg12724.17/evm.utg2246.33/evm.utg977.31/evm.utg300.50/evm.utg280.29/evm.utg1049.14/evm.utg12724.16/evm.utg3884.38/evm.utg332.9/evm.utg1721.30/evm.utg300.52/evm.utg31304.13/evm.utg344.4/evm.utg10628.24/evm.utg27318.18/evm.utg1354.19/evm.utg332.2/evm.utg1205.59/evm.utg27318.20.21/evm.utg17511.15/evm.utg370.102/evm.utg109.58/evm.utg3884.37/evm.utg17511.16.18/evm.utg8778.1/evm.utg55.23/evm.utg101.29","biological_processes","additive"
"GO:0034765","GO:0034765","regulation of monoatomic ion transmembrane transport",110,0.453767537612516,1.89028258197175,0.0007146788867813,0.0487819947620271,0.0407213224329283,6604,"tags=34%, list=16%, signal=28%","evm.utg14902.29/evm.utg280.17/evm.utg53212.1/evm.utg816.25/evm.utg280.28/evm.utg9902.8/evm.utg3722.2/evm.utg53212.2/evm.utg3722.4/evm.utg6035.4/evm.utg8494.92/evm.utg695.1/evm.utg4605.73/evm.utg2487.9/evm.utg3722.3/evm.utg4898.5/evm.utg18019.8/evm.utg12724.17/evm.utg6035.5/evm.utg2246.33/evm.utg1910.19/evm.utg280.29/evm.utg1049.14/evm.utg12724.16/evm.utg3884.38/evm.utg332.9/evm.utg6035.3/evm.utg300.52/evm.utg344.4/evm.utg10628.24/evm.utg1354.19/evm.utg332.2/evm.utg1205.59/evm.utg2012.11/utg1919.equina_smart_1883335.mrna1/evm.utg4028.7/evm.utg17511.15","biological_processes","additive"
"GO:0003007","GO:0003007","heart morphogenesis",57,-0.517036969979213,-1.77337827342467,0.00136135799335889,0.0487819947620271,0.0407213224329283,6382,"tags=53%, list=15%, signal=45%","evm.utg415.70/evm.utg625.110/evm.utg190.1/evm.utg858.19/evm.utg16036.16/evm.utg7264.7/evm.utg4383.28/evm.utg56.47/evm.utg2817.19/evm.utg3159.12/evm.utg149521.3/evm.utg2338.18/evm.utg2129.202/evm.utg4194.18/evm.utg381.50/evm.utg4501.15/evm.utg2115.15/evm.utg92.148/evm.utg1925.21/evm.utg92.119/evm.utg1243.12/evm.utg16036.27/evm.utg2581.2/evm.utg1900.25/evm.utg4194.25/evm.utg470.50/evm.utg225.60/evm.utg207.124/evm.utg1140.13/evm.utg7286.58","biological_processes","additive"
"GO:0035118","GO:0035118","embryonic pectoral fin morphogenesis",57,-0.517036969979213,-1.77337827342467,0.00136135799335889,0.0487819947620271,0.0407213224329283,6382,"tags=53%, list=15%, signal=45%","evm.utg415.70/evm.utg625.110/evm.utg190.1/evm.utg858.19/evm.utg16036.16/evm.utg7264.7/evm.utg4383.28/evm.utg56.47/evm.utg2817.19/evm.utg3159.12/evm.utg149521.3/evm.utg2338.18/evm.utg2129.202/evm.utg4194.18/evm.utg381.50/evm.utg4501.15/evm.utg2115.15/evm.utg92.148/evm.utg1925.21/evm.utg92.119/evm.utg1243.12/evm.utg16036.27/evm.utg2581.2/evm.utg1900.25/evm.utg4194.25/evm.utg470.50/evm.utg225.60/evm.utg207.124/evm.utg1140.13/evm.utg7286.58","biological_processes","additive"
"GO:0048565","GO:0048565","digestive tract development",57,-0.517036969979213,-1.77337827342467,0.00136135799335889,0.0487819947620271,0.0407213224329283,6382,"tags=53%, list=15%, signal=45%","evm.utg415.70/evm.utg625.110/evm.utg190.1/evm.utg858.19/evm.utg16036.16/evm.utg7264.7/evm.utg4383.28/evm.utg56.47/evm.utg2817.19/evm.utg3159.12/evm.utg149521.3/evm.utg2338.18/evm.utg2129.202/evm.utg4194.18/evm.utg381.50/evm.utg4501.15/evm.utg2115.15/evm.utg92.148/evm.utg1925.21/evm.utg92.119/evm.utg1243.12/evm.utg16036.27/evm.utg2581.2/evm.utg1900.25/evm.utg4194.25/evm.utg470.50/evm.utg225.60/evm.utg207.124/evm.utg1140.13/evm.utg7286.58","biological_processes","additive"
"GO:0048703","GO:0048703","embryonic viscerocranium morphogenesis",57,-0.517036969979213,-1.77337827342467,0.00136135799335889,0.0487819947620271,0.0407213224329283,6382,"tags=53%, list=15%, signal=45%","evm.utg415.70/evm.utg625.110/evm.utg190.1/evm.utg858.19/evm.utg16036.16/evm.utg7264.7/evm.utg4383.28/evm.utg56.47/evm.utg2817.19/evm.utg3159.12/evm.utg149521.3/evm.utg2338.18/evm.utg2129.202/evm.utg4194.18/evm.utg381.50/evm.utg4501.15/evm.utg2115.15/evm.utg92.148/evm.utg1925.21/evm.utg92.119/evm.utg1243.12/evm.utg16036.27/evm.utg2581.2/evm.utg1900.25/evm.utg4194.25/evm.utg470.50/evm.utg225.60/evm.utg207.124/evm.utg1140.13/evm.utg7286.58","biological_processes","additive"
"GO:1903706","GO:1903706","regulation of hemopoiesis",57,-0.517036969979213,-1.77337827342467,0.00136135799335889,0.0487819947620271,0.0407213224329283,6382,"tags=53%, list=15%, signal=45%","evm.utg415.70/evm.utg625.110/evm.utg190.1/evm.utg858.19/evm.utg16036.16/evm.utg7264.7/evm.utg4383.28/evm.utg56.47/evm.utg2817.19/evm.utg3159.12/evm.utg149521.3/evm.utg2338.18/evm.utg2129.202/evm.utg4194.18/evm.utg381.50/evm.utg4501.15/evm.utg2115.15/evm.utg92.148/evm.utg1925.21/evm.utg92.119/evm.utg1243.12/evm.utg16036.27/evm.utg2581.2/evm.utg1900.25/evm.utg4194.25/evm.utg470.50/evm.utg225.60/evm.utg207.124/evm.utg1140.13/evm.utg7286.58","biological_processes","additive"
"GO:1990414","GO:1990414","replication-born double-strand break repair via sister chromatid exchange",57,-0.517036969979213,-1.77337827342467,0.00136135799335889,0.0487819947620271,0.0407213224329283,6382,"tags=53%, list=15%, signal=45%","evm.utg415.70/evm.utg625.110/evm.utg190.1/evm.utg858.19/evm.utg16036.16/evm.utg7264.7/evm.utg4383.28/evm.utg56.47/evm.utg2817.19/evm.utg3159.12/evm.utg149521.3/evm.utg2338.18/evm.utg2129.202/evm.utg4194.18/evm.utg381.50/evm.utg4501.15/evm.utg2115.15/evm.utg92.148/evm.utg1925.21/evm.utg92.119/evm.utg1243.12/evm.utg16036.27/evm.utg2581.2/evm.utg1900.25/evm.utg4194.25/evm.utg470.50/evm.utg225.60/evm.utg207.124/evm.utg1140.13/evm.utg7286.58","biological_processes","additive"
"GO:0030414...73","GO:0030414","peptidase inhibitor activity",78,-0.708138481785096,-2.6194232230743,1e-10,3.36e-08,2.92631578947368e-08,5374,"tags=54%, list=13%, signal=47%","evm.utg2417.37/evm.utg5073.3/evm.utg1819.3/utg1609.evm.utg3137.1.mrna2/evm.utg2858.29/evm.utg532.8/evm.utg2100.31/evm.utg209609.2/evm.utg1290.3/evm.utg4049.2/evm.utg104.64/evm.utg616.127/evm.utg413.26/evm.utg8.10/evm.utg1609.5/evm.utg413.23/evm.utg580.26/evm.utg9740.7/evm.utg544.14/evm.utg379.46/evm.utg8615.4/evm.utg334.78/evm.utg5073.2/evm.utg24357.20/evm.utg5689.8/evm.utg1290.2/evm.utg5689.7/evm.utg616.126/utg334.equina_smart_1340223.mrna2/evm.utg20736.15/evm.utg2417.38/utg19074.equina_smart_1694011.mrna2/evm.utg14703.2/utg544.equina_smart_1559235utrorf.mrna1/evm.utg37512.1/evm.utg4207.23/evm.utg19074.8/evm.utg544.11/evm.utg32458.10/evm.utg580.6/evm.utg104.63/evm.utg52.99","molecular_functions","additive"
"GO:0005200...74","GO:0005200","structural constituent of cytoskeleton",46,0.71622777198695,2.53720611595784,3.63906895502754e-06,0.000353738558746344,0.000308080574346753,6496,"tags=59%, list=15%, signal=50%","utg31304.equina_smart_1477688.mrna1/evm.utg693.3/utg693.equina_smart_1421073.mrna1/evm.utg693.5/utg2969.equina_smart_124203.mrna2/evm.utg693.2/evm.utg1363.5/evm.utg31304.1/evm.utg31304.3/evm.utg693.4/evm.utg1363.6/evm.utg31304.4/utg1363.equina_smart_1433367.mrna1/evm.utg31304.2/evm.utg1277.42/evm.utg3201.11/evm.utg262.10.11/evm.utg378.53/evm.utg1609.42/evm.utg1609.43/evm.utg18.4/evm.utg18.6/evm.utg693.6/evm.utg1609.41/evm.utg18.5/evm.utg1363.3/evm.utg1575.28","molecular_functions","additive"
"GO:0005201...75","GO:0005201","extracellular matrix structural constituent",120,-0.539059703589207,-2.12525013575602,4.55594143176267e-06,0.000353738558746344,0.000308080574346753,2610,"tags=29%, list=6%, signal=27%","evm.utg378.56/evm.utg24438.23/evm.utg622.122/evm.utg34.11/evm.utg378.57/evm.utg92.134/evm.utg820.6/evm.utg3443.47/evm.utg130819.1/evm.utg378.58/evm.utg145.64/evm.utg5885.76/evm.utg209609.2/evm.utg1052.36/evm.utg1497.2/evm.utg5421.1/evm.utg1052.34/evm.utg4907.54/evm.utg9740.7/evm.utg14287.46/utg154100.equina_smart_991908.mrna2/evm.utg1056.71/evm.utg714.23/evm.utg1497.1/utg19074.equina_smart_1694011.mrna2/utg544.equina_smart_1559235utrorf.mrna1/evm.utg19074.8/evm.utg816.13/evm.utg544.16/evm.utg616.15/evm.utg1056.72/evm.utg4826.1/evm.utg55.212/evm.utg544.11/evm.utg207.13","molecular_functions","additive"
"GO:0003700...76","GO:0003700","DNA-binding transcription factor activity",272,0.413242355307162,1.93605432948174,3.30918049478415e-06,0.000353738558746344,0.000308080574346753,8402,"tags=36%, list=20%, signal=29%","evm.utg420.46/evm.utg1507.1/evm.utg34597.8/evm.utg34597.10/evm.utg34597.7/evm.utg34597.9/evm.utg420.44/evm.utg4.9/evm.utg116.190/evm.utg1005.68/evm.utg1846.45/evm.utg2129.13/evm.utg2099.44/evm.utg109.65/evm.utg2426.18/evm.utg3403.3/evm.utg2716.7/evm.utg3403.1/evm.utg418.68/evm.utg320.141/evm.utg78.71/evm.utg3283.34/evm.utg3803.11/evm.utg750.43/evm.utg11411.29/evm.utg7522.11/evm.utg104.72/evm.utg78.53/evm.utg1565.12/evm.utg27.69/evm.utg104.73/evm.utg1588.6/evm.utg6959.3/evm.utg9762.1/evm.utg1507.6/evm.utg1781.29/evm.utg162.25/evm.utg761.42/evm.utg777.4/evm.utg8.57/evm.utg777.45/evm.utg2123.34/evm.utg29.1/evm.utg381.35/evm.utg479.157/evm.utg4605.27/evm.utg736.17/evm.utg4455.57/evm.utg577.53/evm.utg324.209/evm.utg1995.8/evm.utg3474.31/evm.utg381.78/evm.utg797.22/evm.utg7217.31/evm.utg324.153/evm.utg3013.24/evm.utg5950.50/evm.utg1565.14/evm.utg1051.98/evm.utg1683.20/evm.utg1137.45/evm.utg1337.15/evm.utg420.41/evm.utg207.89/evm.utg4972.10/evm.utg7652.31/evm.utg470.10/evm.utg12875.1/evm.utg1056.7/evm.utg1051.38/evm.utg301.105/evm.utg1031.75/evm.utg10463.13/evm.utg536.24/evm.utg18294.6/evm.utg4886.11/evm.utg616.23/evm.utg1694.54/evm.utg15156.22/evm.utg10470.33/evm.utg13607.9/evm.utg7652.32/evm.utg3474.30/evm.utg15156.23/evm.utg1056.28/evm.utg5652.41/evm.utg10470.32/evm.utg18271.3/evm.utg14772.2/evm.utg13.60/evm.utg3899.14/evm.utg146.18/evm.utg3913.44/evm.utg4922.22/evm.utg1056.8/evm.utg37512.3/evm.utg10463.3","molecular_functions","additive"
"GO:0003735...77","GO:0003735","structural constituent of ribosome",212,-0.449972216289545,-1.91201831300455,5.26396664801107e-06,0.000353738558746344,0.000308080574346753,15821,"tags=71%, list=38%, signal=45%","evm.utg301.16/evm.utg479.58/evm.utg73.68/evm.utg62.20/evm.utg324.14/evm.utg219.71/evm.utg47.27/evm.utg483.56/evm.utg9313.24/evm.utg4.45/evm.utg8494.9/evm.utg3019.36/evm.utg3092.46/evm.utg3799.21/evm.utg1962.9/evm.utg411.52/evm.utg590.13/evm.utg1588.14/evm.utg868.5/evm.utg622.63/evm.utg301.37/evm.utg729.96/evm.utg172.23/evm.utg125.18/evm.utg791.8/evm.utg56.53/evm.utg1372.18/evm.utg5176.12/evm.utg505.41/evm.utg1565.17/evm.utg1648.24/evm.utg389.13/evm.utg3878.28/evm.utg1846.8/evm.utg7522.33/evm.utg73.14/evm.utg415.116/evm.utg729.46/evm.utg343339.2/utg86.equina_smart_1445806.mrna2/evm.utg577.29/evm.utg693.66/utg2581.equina_smart_1098872.mrna2/evm.utg2967.31/evm.utg301.138/evm.utg4716.3/evm.utg236.39/evm.utg16027.9/evm.utg890.45/evm.utg532.13/evm.utg344.47/evm.utg107.57/evm.utg910.151/evm.utg699.4/evm.utg798.61/evm.utg378.133/evm.utg1925.24/evm.utg77.8/evm.utg2814.18/evm.utg2929.10/evm.utg1109.26/evm.utg150.93/utg788.equina_smart_1260423.mrna1/evm.utg1800.6/evm.utg6078.32/evm.utg2129.121/evm.utg577.105/evm.utg381.21/evm.utg3235.7/evm.utg116.286/evm.utg14287.6/evm.utg2757.29/evm.utg1910.32/evm.utg17809.12/evm.utg129.21/evm.utg301.49/evm.utg3553.8/evm.utg12897.18/evm.utg496.27/evm.utg579.70/evm.utg498.48/evm.utg5885.98/evm.utg9216.5/evm.utg798.17/evm.utg48209.2/evm.utg3878.21/evm.utg18.9/evm.utg7217.40/evm.utg4464.16/evm.utg15585.12/evm.utg7145.61/evm.utg207.63/evm.utg498.129/evm.utg597.5/evm.utg2007.14/evm.utg1109.3/evm.utg1565.85/evm.utg1910.34/evm.utg420.100/evm.utg378.108/evm.utg868.49/evm.utg1226.13/evm.utg320.85/evm.utg498.143/evm.utg236.43/evm.utg2108.11/evm.utg544.4/evm.utg234.64/evm.utg207.20/evm.utg55.156/evm.utg498.93/evm.utg55.88/evm.utg1931.13/evm.utg4194.6/evm.utg126.157/evm.utg92.66/evm.utg1056.36/evm.utg1517.5/evm.utg234.86/evm.utg1931.75/evm.utg17994.10/evm.utg597.212/evm.utg3677.28/evm.utg77.113/evm.utg378.170/evm.utg6072.8/evm.utg4610.29/evm.utg5417.26/evm.utg379.48/evm.utg577.30/evm.utg7145.43/evm.utg535.38/evm.utg5652.50/evm.utg1226.19/evm.utg4886.30/evm.utg150.50/evm.utg577.73/evm.utg2108.6/evm.utg180.72/evm.utg797.57/evm.utg18409.1/evm.utg15585.14/evm.utg14.81/evm.utg243.70/evm.utg3790.42/evm.utg797.58/evm.utg1507.31/evm.utg378.169/evm.utg4187.32/evm.utg378.167/evm.utg378.168","molecular_functions","additive"
"GO:0005525...78","GO:0005525","GTP binding",500,0.332803218094828,1.63841260399537,9.39591603749269e-06,0.000526171298099591,0.000458256957618065,7774,"tags=27%, list=18%, signal=22%","evm.utg7168.11/evm.utg7168.18/evm.utg514.15/evm.utg1786.18/evm.utg116.291/evm.utg1609.51/evm.utg470.8/evm.utg15552.6/evm.utg4576.2/evm.utg420.132/evm.utg4576.3/evm.utg1087.5/evm.utg1786.17/evm.utg1786.19/evm.utg14876.3/evm.utg4157.38/evm.utg1686.10.11/evm.utg276.53/utg31304.equina_smart_1477688.mrna1/evm.utg3906.11/evm.utg693.3/utg693.equina_smart_1421073.mrna1/evm.utg693.46/evm.utg364.46/evm.utg3509.8/evm.utg4576.1/evm.utg817.5/evm.utg300.55/evm.utg10541.3/evm.utg217.39/evm.utg5885.30/evm.utg714.18/evm.utg55532.4/evm.utg1363.53/evm.utg1551.1/evm.utg2969.16/evm.utg693.5/evm.utg597.9/evm.utg1919.103/utg2969.equina_smart_124203.mrna2/evm.utg62.18/evm.utg693.2/evm.utg1363.5/evm.utg31304.1/evm.utg1925.63/evm.utg438.31/evm.utg31304.3/evm.utg4796.8/evm.utg693.4/evm.utg1102.20/evm.utg6851.14/evm.utg2417.49/evm.utg16050.14/evm.utg86.83/evm.utg1363.21/evm.utg5950.52/evm.utg280.52/evm.utg116.364/evm.utg5815.4/evm.utg1363.6/evm.utg31304.4/utg1363.equina_smart_1433367.mrna1/evm.utg286.25/evm.utg2205.5/evm.utg31304.2/evm.utg861.122/evm.utg1031.19/evm.utg401.64/evm.utg1277.42/evm.utg3201.11/evm.utg262.10.11/evm.utg714.19/evm.utg1432.2/evm.utg45942.6/evm.utg693.45/evm.utg12975.1/evm.utg16443.2/evm.utg378.53/evm.utg1623.10/evm.utg1031.20/evm.utg401.65/evm.utg8931.2/evm.utg3284.40/evm.utg18036.3/evm.utg4567.24/evm.utg1525.29/evm.utg7289.46/evm.utg2674.43/evm.utg320.116/evm.utg1818.26/evm.utg7168.14/evm.utg286.23/evm.utg8.30/evm.utg18.4/evm.utg8931.1/evm.utg18.6/evm.utg693.6/evm.utg207.128/evm.utg4271.71/evm.utg2757.24/evm.utg7938.3/evm.utg56.4/evm.utg18.5/evm.utg243.81/evm.utg7855.19/evm.utg225.71/evm.utg2129.99/evm.utg1363.3/evm.utg1337.8/evm.utg1623.11/evm.utg1575.28/evm.utg1091.51/evm.utg597.62/evm.utg8672.10/evm.utg7.45/evm.utg625.38/evm.utg4972.20/evm.utg1846.35/evm.utg1031.81/evm.utg7840.14/evm.utg14126.1/evm.utg1354.3/evm.utg338.64/evm.utg262.53/evm.utg150.42/evm.utg126.129/evm.utg858.17/evm.utg1091.38/evm.utg129.54/evm.utg2817.16/evm.utg1696.10/evm.utg194.90/evm.utg4.20/evm.utg2246.31/evm.utg791.13","molecular_functions","additive"
"GO:0140662...79","GO:0140662","ATP-dependent protein folding chaperone",48,0.690303023364727,2.44739036308507,1.49001796774709e-05,0.000715208624518604,0.000622894729373972,5066,"tags=54%, list=12%, signal=48%","evm.utg2801.49/evm.utg405.9/evm.utg3155.45/evm.utg1056.109/evm.utg1056.108/evm.utg109891.3/evm.utg129.13/evm.utg3155.44/evm.utg3155.40/evm.utg2818.25/evm.utg14533.3/evm.utg2129.128/evm.utg19612.5/evm.utg736.62/evm.utg798.21/evm.utg8494.56/utg125.equina_smart_942076.mrna2/evm.utg2246.95/evm.utg3092.51/evm.utg2108.14/evm.utg95.9/evm.utg637.4/evm.utg280.41/evm.utg125.72/utg125.equina_smart_1399144.mrna1/evm.utg31532.1","molecular_functions","additive"
